Region,Technology,Country,Year,Latitude_Round,Longitude_Round,Total_Capacity
Northern Europe,Bioenergy,Denmark,2023,56.0,12.52,1155.0
Northern Europe,Bioenergy,Denmark,2023,56.0,10.73,481.0
Northern Europe,Bioenergy,Denmark,2023,56.0,8.94,202.0
Northern Europe,Bioenergy,Denmark,2023,55.0,10.46,59.0
Northern Europe,Bioenergy,Denmark,2023,55.0,13.95,37.0
Northern Europe,Bioenergy,Denmark,2024,56.0,12.52,1155.0
Northern Europe,Bioenergy,Denmark,2024,56.0,10.73,481.0
Northern Europe,Bioenergy,Denmark,2024,56.0,8.94,202.0
Northern Europe,Bioenergy,Denmark,2024,55.0,10.46,59.0
Northern Europe,Bioenergy,Denmark,2024,55.0,13.95,37.0
Northern Europe,Bioenergy,Denmark,2025,56.0,12.52,1155.0
Northern Europe,Bioenergy,Denmark,2025,56.0,10.73,481.0
Northern Europe,Bioenergy,Denmark,2025,56.0,8.94,202.0
Northern Europe,Bioenergy,Denmark,2025,55.0,10.46,59.0
Northern Europe,Bioenergy,Denmark,2025,55.0,13.95,37.0
Northern Europe,Bioenergy,Estonia,2023,59.0,25.24,56.0
Northern Europe,Bioenergy,Estonia,2023,58.0,26.42,25.0
Northern Europe,Bioenergy,Estonia,2023,58.0,24.53,24.0
Northern Europe,Bioenergy,Estonia,2024,59.0,25.24,56.0
Northern Europe,Bioenergy,Estonia,2024,58.0,26.42,25.0
Northern Europe,Bioenergy,Estonia,2024,58.0,24.53,24.0
Northern Europe,Bioenergy,Estonia,2025,59.0,25.24,56.0
Northern Europe,Bioenergy,Estonia,2025,58.0,26.42,25.0
Northern Europe,Bioenergy,Estonia,2025,58.0,24.53,24.0
Northern Europe,Bioenergy,Finland,2023,61.0,28.88,405.0
Northern Europe,Bioenergy,Finland,2023,64.0,22.81,385.0
Northern Europe,Bioenergy,Finland,2023,66.0,24.59,378.0
Northern Europe,Bioenergy,Finland,2023,61.0,26.81,324.0
Northern Europe,Bioenergy,Finland,2023,62.0,25.56,313.0
Northern Europe,Bioenergy,Finland,2023,63.0,26.43,295.0
Northern Europe,Bioenergy,Finland,2023,61.0,24.75,261.0
Northern Europe,Bioenergy,Finland,2023,60.0,26.0,217.8
Northern Europe,Bioenergy,Finland,2023,65.0,26.03,177.0
Northern Europe,Bioenergy,Finland,2023,60.0,24.0,163.0
Northern Europe,Bioenergy,Finland,2023,63.0,30.84,154.0
Northern Europe,Bioenergy,Finland,2023,61.0,20.63,151.0
Northern Europe,Bioenergy,Finland,2023,60.0,22.0,130.0
Northern Europe,Bioenergy,Finland,2023,63.0,22.03,120.0
Northern Europe,Bioenergy,Finland,2023,63.0,28.63,118.0
Northern Europe,Bioenergy,Finland,2023,62.0,27.69,93.0
Northern Europe,Bioenergy,Finland,2023,62.0,21.3,81.0
Northern Europe,Bioenergy,Finland,2023,62.0,23.43,60.0
Northern Europe,Bioenergy,Finland,2024,61.0,28.88,405.0
Northern Europe,Bioenergy,Finland,2024,64.0,22.81,385.0
Northern Europe,Bioenergy,Finland,2024,61.0,26.81,324.0
Northern Europe,Bioenergy,Finland,2024,62.0,25.56,313.0
Northern Europe,Bioenergy,Finland,2024,63.0,26.43,295.0
Northern Europe,Bioenergy,Finland,2024,66.0,24.59,295.0
Northern Europe,Bioenergy,Finland,2024,61.0,24.75,261.0
Northern Europe,Bioenergy,Finland,2024,60.0,26.0,217.8
Northern Europe,Bioenergy,Finland,2024,65.0,26.03,177.0
Northern Europe,Bioenergy,Finland,2024,60.0,24.0,163.0
Northern Europe,Bioenergy,Finland,2024,63.0,30.84,154.0
Northern Europe,Bioenergy,Finland,2024,61.0,20.63,151.0
Northern Europe,Bioenergy,Finland,2024,60.0,22.0,130.0
Northern Europe,Bioenergy,Finland,2024,63.0,22.03,120.0
Northern Europe,Bioenergy,Finland,2024,63.0,28.63,118.0
Northern Europe,Bioenergy,Finland,2024,62.0,27.69,93.0
Northern Europe,Bioenergy,Finland,2024,62.0,21.3,81.0
Northern Europe,Bioenergy,Finland,2024,62.0,23.43,60.0
Northern Europe,Bioenergy,Finland,2025,61.0,28.88,405.0
Northern Europe,Bioenergy,Finland,2025,64.0,22.81,385.0
Northern Europe,Bioenergy,Finland,2025,61.0,26.81,324.0
Northern Europe,Bioenergy,Finland,2025,62.0,25.56,313.0
Northern Europe,Bioenergy,Finland,2025,63.0,26.43,295.0
Northern Europe,Bioenergy,Finland,2025,66.0,24.59,295.0
Northern Europe,Bioenergy,Finland,2025,61.0,24.75,261.0
Northern Europe,Bioenergy,Finland,2025,60.0,26.0,217.8
Northern Europe,Bioenergy,Finland,2025,65.0,26.03,177.0
Northern Europe,Bioenergy,Finland,2025,60.0,24.0,163.0
Northern Europe,Bioenergy,Finland,2025,63.0,30.84,154.0
Northern Europe,Bioenergy,Finland,2025,61.0,20.63,151.0
Northern Europe,Bioenergy,Finland,2025,60.0,22.0,130.0
Northern Europe,Bioenergy,Finland,2025,63.0,22.03,120.0
Northern Europe,Bioenergy,Finland,2025,63.0,28.63,118.0
Northern Europe,Bioenergy,Finland,2025,62.0,27.69,93.0
Northern Europe,Bioenergy,Finland,2025,62.0,21.3,81.0
Northern Europe,Bioenergy,Finland,2025,62.0,23.43,60.0
Northern Europe,Bioenergy,Ireland,2023,53.0,-6.65,106.4
Northern Europe,Bioenergy,Ireland,2023,54.0,-6.81,17.0
Northern Europe,Bioenergy,Ireland,2024,53.0,-6.65,106.4
Northern Europe,Bioenergy,Ireland,2024,54.0,-6.81,17.0
Northern Europe,Bioenergy,Ireland,2025,53.0,-6.65,106.4
Northern Europe,Bioenergy,Ireland,2025,54.0,-6.81,17.0
Northern Europe,Bioenergy,Latvia,2023,57.0,23.87,23.0
Northern Europe,Bioenergy,Latvia,2024,57.0,23.87,23.0
Northern Europe,Bioenergy,Latvia,2025,57.0,23.87,23.0
Northern Europe,Bioenergy,Lithuania,2023,55.0,24.41,44.0
Northern Europe,Bioenergy,Lithuania,2023,56.0,21.46,20.0
Northern Europe,Bioenergy,Lithuania,2024,55.0,24.41,124.0
Northern Europe,Bioenergy,Lithuania,2024,56.0,21.46,20.0
Northern Europe,Bioenergy,Lithuania,2025,55.0,24.41,124.0
Northern Europe,Bioenergy,Lithuania,2025,56.0,21.46,20.0
Northern Europe,Bioenergy,Sweden,2023,59.0,17.47,416.3
Northern Europe,Bioenergy,Sweden,2023,59.0,15.53,387.0
Northern Europe,Bioenergy,Sweden,2023,60.0,16.0,356.0
Northern Europe,Bioenergy,Sweden,2023,62.0,17.04,227.0
Northern Europe,Bioenergy,Sweden,2023,60.0,18.0,219.0
Northern Europe,Bioenergy,Sweden,2023,58.0,15.1,206.8
Northern Europe,Bioenergy,Sweden,2023,59.0,13.59,203.0
Northern Europe,Bioenergy,Sweden,2023,61.0,16.5,190.7
Northern Europe,Bioenergy,Sweden,2023,57.0,16.52,179.0
Northern Europe,Bioenergy,Sweden,2023,57.0,12.85,154.0
Northern Europe,Bioenergy,Sweden,2023,56.0,12.52,149.6
Northern Europe,Bioenergy,Sweden,2023,63.0,19.82,130.0
Northern Europe,Bioenergy,Sweden,2023,58.0,13.21,82.0
Northern Europe,Bioenergy,Sweden,2023,64.0,20.53,70.0
Northern Europe,Bioenergy,Sweden,2023,58.0,11.32,69.2
Northern Europe,Bioenergy,Sweden,2023,57.0,14.69,69.0
Northern Europe,Bioenergy,Sweden,2023,56.0,14.31,57.1
Northern Europe,Bioenergy,Sweden,2023,66.0,22.13,52.0
Northern Europe,Bioenergy,Sweden,2023,63.0,15.42,40.0
Northern Europe,Bioenergy,Sweden,2023,63.0,17.62,40.0
Northern Europe,Bioenergy,Sweden,2023,65.0,21.3,36.0
Northern Europe,Bioenergy,Sweden,2024,59.0,17.47,416.3
Northern Europe,Bioenergy,Sweden,2024,59.0,15.53,387.0
Northern Europe,Bioenergy,Sweden,2024,60.0,16.0,356.0
Northern Europe,Bioenergy,Sweden,2024,62.0,17.04,227.0
Northern Europe,Bioenergy,Sweden,2024,60.0,18.0,219.0
Northern Europe,Bioenergy,Sweden,2024,58.0,15.1,206.8
Northern Europe,Bioenergy,Sweden,2024,59.0,13.59,203.0
Northern Europe,Bioenergy,Sweden,2024,61.0,16.5,190.7
Northern Europe,Bioenergy,Sweden,2024,57.0,16.52,179.0
Northern Europe,Bioenergy,Sweden,2024,57.0,12.85,154.0
Northern Europe,Bioenergy,Sweden,2024,56.0,12.52,149.6
Northern Europe,Bioenergy,Sweden,2024,63.0,19.82,130.0
Northern Europe,Bioenergy,Sweden,2024,58.0,13.21,82.0
Northern Europe,Bioenergy,Sweden,2024,64.0,20.53,70.0
Northern Europe,Bioenergy,Sweden,2024,58.0,11.32,69.2
Northern Europe,Bioenergy,Sweden,2024,57.0,14.69,69.0
Northern Europe,Bioenergy,Sweden,2024,56.0,14.31,57.1
Northern Europe,Bioenergy,Sweden,2024,66.0,22.13,52.0
Northern Europe,Bioenergy,Sweden,2024,63.0,15.42,40.0
Northern Europe,Bioenergy,Sweden,2024,63.0,17.62,40.0
Northern Europe,Bioenergy,Sweden,2024,65.0,21.3,36.0
Northern Europe,Bioenergy,Sweden,2025,59.0,17.47,416.3
Northern Europe,Bioenergy,Sweden,2025,59.0,15.53,387.0
Northern Europe,Bioenergy,Sweden,2025,60.0,16.0,356.0
Northern Europe,Bioenergy,Sweden,2025,62.0,17.04,227.0
Northern Europe,Bioenergy,Sweden,2025,60.0,18.0,219.0
Northern Europe,Bioenergy,Sweden,2025,58.0,15.1,206.8
Northern Europe,Bioenergy,Sweden,2025,59.0,13.59,203.0
Northern Europe,Bioenergy,Sweden,2025,61.0,16.5,190.7
Northern Europe,Bioenergy,Sweden,2025,57.0,16.52,179.0
Northern Europe,Bioenergy,Sweden,2025,57.0,12.85,154.0
Northern Europe,Bioenergy,Sweden,2025,56.0,12.52,149.6
Northern Europe,Bioenergy,Sweden,2025,63.0,19.82,130.0
Northern Europe,Bioenergy,Sweden,2025,58.0,13.21,82.0
Northern Europe,Bioenergy,Sweden,2025,64.0,20.53,70.0
Northern Europe,Bioenergy,Sweden,2025,58.0,11.32,69.2
Northern Europe,Bioenergy,Sweden,2025,57.0,14.69,69.0
Northern Europe,Bioenergy,Sweden,2025,56.0,14.31,57.1
Northern Europe,Bioenergy,Sweden,2025,66.0,22.13,52.0
Northern Europe,Bioenergy,Sweden,2025,63.0,15.42,40.0
Northern Europe,Bioenergy,Sweden,2025,63.0,17.62,40.0
Northern Europe,Bioenergy,Sweden,2025,65.0,21.3,36.0
Northern Europe,Hydro,Finland,2023,66.0,24.59,669.0
Northern Europe,Hydro,Finland,2023,65.0,26.03,633.0
Northern Europe,Hydro,Finland,2023,66.0,27.04,391.0
Northern Europe,Hydro,Finland,2023,61.0,28.88,254.0
Northern Europe,Hydro,Finland,2023,61.0,22.69,187.0
Northern Europe,Hydro,Finland,2023,63.0,30.84,126.0
Northern Europe,Hydro,Finland,2023,61.0,26.81,100.0
Northern Europe,Hydro,Finland,2023,65.0,28.39,99.0
Northern Europe,Hydro,Finland,2023,64.0,25.09,45.0
Northern Europe,Hydro,Finland,2023,67.0,25.59,41.0
Northern Europe,Hydro,Finland,2024,66.0,24.59,669.0
Northern Europe,Hydro,Finland,2024,65.0,26.03,633.0
Northern Europe,Hydro,Finland,2024,66.0,27.04,391.0
Northern Europe,Hydro,Finland,2024,61.0,28.88,254.0
Northern Europe,Hydro,Finland,2024,61.0,22.69,187.0
Northern Europe,Hydro,Finland,2024,63.0,30.84,126.0
Northern Europe,Hydro,Finland,2024,61.0,26.81,100.0
Northern Europe,Hydro,Finland,2024,65.0,28.39,99.0
Northern Europe,Hydro,Finland,2024,64.0,25.09,45.0
Northern Europe,Hydro,Finland,2024,67.0,25.59,41.0
Northern Europe,Hydro,Finland,2025,66.0,24.59,669.0
Northern Europe,Hydro,Finland,2025,65.0,26.03,633.0
Northern Europe,Hydro,Finland,2025,66.0,27.04,391.0
Northern Europe,Hydro,Finland,2025,61.0,28.88,254.0
Northern Europe,Hydro,Finland,2025,61.0,22.69,187.0
Northern Europe,Hydro,Finland,2025,63.0,30.84,126.0
Northern Europe,Hydro,Finland,2025,61.0,26.81,100.0
Northern Europe,Hydro,Finland,2025,65.0,28.39,99.0
Northern Europe,Hydro,Finland,2025,64.0,25.09,45.0
Northern Europe,Hydro,Finland,2025,67.0,25.59,41.0
Northern Europe,Hydro,Ireland,2023,53.0,-6.65,330.0
Northern Europe,Hydro,Ireland,2023,53.0,-8.31,85.0
Northern Europe,Hydro,Ireland,2023,54.0,-8.51,45.0
Northern Europe,Hydro,Ireland,2024,53.0,-6.65,330.0
Northern Europe,Hydro,Ireland,2024,53.0,-8.31,85.0
Northern Europe,Hydro,Ireland,2024,54.0,-8.51,45.0
Northern Europe,Hydro,Ireland,2025,53.0,-6.65,330.0
Northern Europe,Hydro,Ireland,2025,53.0,-8.31,85.0
Northern Europe,Hydro,Ireland,2025,54.0,-8.51,45.0
Northern Europe,Hydro,Latvia,2023,57.0,25.71,894.0
Northern Europe,Hydro,Latvia,2023,57.0,23.87,642.0
Northern Europe,Hydro,Latvia,2024,57.0,25.71,894.0
Northern Europe,Hydro,Latvia,2024,57.0,23.87,642.0
Northern Europe,Hydro,Latvia,2025,57.0,25.71,894.0
Northern Europe,Hydro,Latvia,2025,57.0,23.87,642.0
Northern Europe,Hydro,Lithuania,2023,55.0,24.41,1001.0
Northern Europe,Hydro,Lithuania,2024,55.0,24.41,1001.0
Northern Europe,Hydro,Lithuania,2025,55.0,24.41,1001.0
Northern Europe,Hydro,Norway,2023,60.0,6.0,3701.0
Northern Europe,Hydro,Norway,2023,61.0,8.25,3099.0
Northern Europe,Hydro,Norway,2023,61.0,6.19,2626.0
Northern Europe,Hydro,Norway,2023,59.0,7.77,2542.0
Northern Europe,Hydro,Norway,2023,59.0,5.82,2429.0
Northern Europe,Hydro,Norway,2023,60.0,8.0,2237.0
Northern Europe,Hydro,Norway,2023,66.0,14.75,1151.0
Northern Europe,Hydro,Norway,2023,60.0,12.0,1030.0
Northern Europe,Hydro,Norway,2023,63.0,8.81,903.0
Northern Europe,Hydro,Norway,2023,63.0,11.01,842.0
Northern Europe,Hydro,Norway,2023,62.0,8.52,763.0
Northern Europe,Hydro,Norway,2023,62.0,10.65,761.0
Northern Europe,Hydro,Norway,2023,62.0,6.39,742.0
