Region,Date,Wind_Shortwave_Radiation_Sum,Wind_Temperature_2M_Max,Wind_Wind_Gusts_10M_Max,Wind_Precipitation_Sum,Wind_Apparent_Temperature_Min,Wind_Wind_Speed_100M,Wind_Wind_Speed_100M_Cubed,Wind_Snow_Depth,Solar_Shortwave_Radiation_Sum,Solar_Temperature_2M_Max,Solar_Wind_Gusts_10M_Max,Solar_Precipitation_Sum,Solar_Apparent_Temperature_Min,Solar_Wind_Speed_100M,Solar_Wind_Speed_100M_Cubed,Solar_Snow_Depth,Hydro_Shortwave_Radiation_Sum,Hydro_Temperature_2M_Max,Hydro_Wind_Gusts_10M_Max,Hydro_Precipitation_Sum,Hydro_Apparent_Temperature_Min,Hydro_Wind_Speed_100M,Hydro_Wind_Speed_100M_Cubed,Hydro_Snow_Depth,Bioenergy_Shortwave_Radiation_Sum,Bioenergy_Temperature_2M_Max,Bioenergy_Wind_Gusts_10M_Max,Bioenergy_Precipitation_Sum,Bioenergy_Apparent_Temperature_Min,Bioenergy_Wind_Speed_100M,Bioenergy_Wind_Speed_100M_Cubed,Bioenergy_Snow_Depth
Northern Europe,2023-03-30,10.43,1.78,38.45,3.85,-10.46,23.8,25275.25,0.35,6.01,8.26,44.23,8.44,-1.16,27.44,29825.73,0.02,9.53,-2.33,35.98,2.52,-14.65,19.31,13688.12,1.04,9.29,1.55,35.36,4.17,-10.26,21.72,18500.42,0.23
Northern Europe,2023-03-31,10.91,3.54,39.5,2.36,-8.98,24.63,24486.33,0.35,6.16,8.3,41.29,4.81,-0.69,22.99,20372.44,0.02,12.49,0.2,34.93,1.42,-11.5,19.78,14531.83,1.05,10.46,2.97,36.82,2.06,-9.59,22.39,17698.44,0.24
Northern Europe,2023-04-01,14.15,3.42,39.92,1.08,-8.89,25.46,26272.74,0.35,11.06,5.93,49.95,3.5,-3.76,33.14,44565.25,0.02,14.68,0.3,30.54,0.37,-12.15,16.1,8026.43,1.04,15.3,3.61,39.92,0.36,-10.35,26.77,25288.07,0.23
Northern Europe,2023-04-02,15.29,3.17,33.75,0.05,-9.05,19.94,12734.93,0.34,16.18,6.66,42.7,0.23,-5.09,26.16,22694.4,0.02,15.72,0.16,26.24,0.09,-12.46,12.8,5950.69,1.03,15.9,3.12,39.26,0.05,-9.8,25.37,19828.97,0.23
Northern Europe,2023-04-03,13.74,3.31,31.02,0.35,-10.03,18.69,15102.79,0.34,15.11,5.71,36.65,0.18,-6.11,21.22,15316.01,0.02,12.05,0.74,27.43,0.39,-12.37,14.99,7848.52,1.02,16.59,2.55,31.76,0.01,-10.39,18.56,10322.15,0.23
Northern Europe,2023-04-04,13.26,5.48,29.72,0.68,-7.61,17.12,13063.68,0.33,12.07,6.15,34.1,0.55,-5.27,18.65,9677.92,0.02,14.25,3.18,24.93,0.29,-9.48,12.35,3765.21,1.01,13.84,3.96,28.01,0.05,-9.63,16.65,6819.61,0.22
Northern Europe,2023-04-05,14.06,5.73,29.15,0.73,-7.07,16.74,10491.12,0.33,11.33,7.4,28.67,1.7,-4.5,15.34,6305.33,0.02,15.47,3.91,27.62,0.22,-8.96,14.49,5755.03,0.99,12.68,4.32,31.04,0.64,-7.98,17.81,8555.12,0.22
Northern Europe,2023-04-06,12.76,5.41,33.05,0.79,-6.0,19.48,14388.55,0.32,14.11,8.89,38.73,0.97,-2.63,21.89,14496.91,0.02,11.41,1.81,35.91,1.01,-8.83,19.4,10697.76,0.98,13.48,5.86,31.66,0.43,-6.07,19.83,11886.68,0.21
Northern Europe,2023-04-07,13.61,6.85,36.22,0.61,-5.27,21.57,16390.02,0.31,16.31,10.09,37.49,0.04,-2.48,25.07,19187.55,0.01,14.27,3.75,32.69,0.97,-8.03,15.75,8483.42,0.98,13.22,6.97,30.54,0.17,-6.0,20.36,12297.68,0.2
Northern Europe,2023-04-08,14.69,8.5,31.96,0.5,-4.05,19.48,12773.81,0.3,16.54,12.32,32.27,0.27,-0.05,20.19,12633.3,0.01,14.9,5.5,24.94,0.49,-6.77,13.04,5333.38,0.96,16.41,9.24,25.44,0.03,-4.83,16.23,6848.68,0.19
Northern Europe,2023-04-09,13.74,8.06,31.42,1.38,-3.81,19.6,16143.88,0.29,15.09,11.74,32.12,0.67,-1.22,19.21,16478.52,0.01,13.24,5.16,26.57,1.45,-5.59,14.01,5597.96,0.95,15.87,8.81,24.86,0.14,-4.94,15.32,6402.27,0.18
Northern Europe,2023-04-10,14.03,7.88,39.18,2.42,-4.24,23.73,29117.58,0.28,15.09,12.49,45.99,2.22,-0.54,28.77,40423.93,0.01,11.25,4.73,40.98,3.8,-5.38,21.54,18696.75,0.94,16.67,9.04,32.91,0.26,-4.88,20.92,21869.29,0.17
Northern Europe,2023-04-11,11.39,7.72,43.31,3.84,-3.8,25.35,29005.2,0.27,12.99,11.19,51.07,7.2,0.37,28.21,33834.12,0.01,11.0,4.94,45.94,5.11,-5.2,23.58,20132.32,0.95,12.52,9.27,37.41,2.02,-3.79,22.0,21018.62,0.16
Northern Europe,2023-04-12,13.31,8.65,48.46,2.68,-3.42,27.37,41083.31,0.26,11.07,10.9,51.86,4.42,-0.6,30.2,43394.42,0.01,12.72,5.56,46.57,1.66,-4.71,24.22,20772.73,0.94,15.13,10.16,39.57,1.66,-2.67,22.35,20094.22,0.15
Northern Europe,2023-04-13,14.29,7.02,47.96,2.41,-3.08,29.87,35361.04,0.25,12.94,10.8,49.55,4.54,1.15,28.0,27940.87,0.01,12.2,4.83,48.6,5.17,-4.2,26.42,24157.13,0.93,14.08,7.64,47.57,2.48,-2.92,32.65,45240.99,0.13
Northern Europe,2023-04-14,13.8,6.27,40.5,1.35,-4.08,24.84,24320.95,0.24,13.03,10.92,35.79,2.01,0.49,22.29,15576.4,0.01,13.28,3.95,45.15,2.46,-5.5,24.62,20775.66,0.93,12.4,6.62,36.34,1.67,-3.95,24.97,23233.96,0.13
Northern Europe,2023-04-15,14.86,7.63,34.33,0.98,-4.28,20.84,16118.69,0.24,12.06,11.6,40.54,2.15,1.38,25.61,20805.58,0.01,12.73,4.51,28.03,3.56,-5.52,14.95,6462.58,0.93,17.34,8.88,36.19,0.33,-3.92,24.61,19281.37,0.13
Northern Europe,2023-04-16,15.58,8.79,26.29,0.46,-4.02,14.76,6910.11,0.23,12.51,11.76,30.63,1.06,1.63,17.65,8236.16,0.01,14.3,5.9,21.93,1.15,-5.31,9.92,2902.93,0.93,17.12,9.62,26.2,0.11,-4.46,16.72,7139.26,0.12
Northern Europe,2023-04-17,17.4,9.89,28.42,0.16,-3.02,17.17,8591.31,0.22,18.04,12.48,31.62,0.41,1.2,18.09,8403.94,0.01,17.39,7.41,21.55,0.29,-5.15,10.8,3107.48,0.9,19.37,10.64,28.59,0.02,-4.6,16.25,7079.4,0.12
Northern Europe,2023-04-18,18.57,10.55,32.03,0.13,-2.37,19.85,12807.19,0.21,19.57,12.65,41.59,0.12,0.1,24.64,18744.36,0.01,18.29,8.71,22.68,0.06,-4.56,11.9,4030.41,0.88,19.23,10.86,37.4,0.01,-3.14,23.96,17482.84,0.11
Northern Europe,2023-04-19,17.85,11.22,33.82,0.28,-2.51,21.5,18141.97,0.2,20.17,12.64,46.7,0.32,-0.43,29.98,32038.67,0.01,17.97,9.9,26.38,0.47,-3.22,14.58,7109.08,0.85,19.29,10.78,35.56,0.04,-3.06,22.75,18823.88,0.1
Northern Europe,2023-04-20,19.46,12.35,34.04,0.17,-1.53,23.81,22215.47,0.18,21.29,14.01,44.56,0.04,-0.22,31.69,40320.92,0.0,18.54,10.57,25.72,0.16,-2.5,14.71,7867.84,0.82,18.72,13.41,32.89,0.01,-2.11,23.05,21463.29,0.09
Northern Europe,2023-04-21,19.06,12.07,33.29,0.29,-1.35,20.33,14503.49,0.16,20.79,14.55,39.45,0.08,1.35,24.9,21697.35,0.0,19.01,10.27,25.9,0.49,-2.68,13.41,6519.4,0.79,20.26,13.55,29.14,0.0,-0.88,18.8,10798.01,0.08
Northern Europe,2023-04-22,16.72,10.57,37.65,1.09,-2.81,21.06,18101.9,0.14,19.1,15.55,35.23,1.06,1.4,22.27,19444.83,0.0,17.81,8.57,31.74,1.02,-4.58,14.28,6573.27,0.77,19.88,13.42,36.69,0.19,-1.87,21.18,16461.31,0.07
Northern Europe,2023-04-23,11.61,6.78,36.43,4.21,-3.2,20.92,20024.19,0.14,16.16,14.1,37.63,2.27,3.1,21.11,13127.9,0.0,10.82,3.96,30.25,5.91,-4.81,14.69,5275.36,0.76,12.4,10.13,36.27,2.73,-1.2,21.36,15793.74,0.06
Northern Europe,2023-04-24,12.17,5.97,38.95,4.17,-3.27,21.53,20165.41,0.16,12.79,13.09,42.37,5.76,3.0,25.47,21973.16,0.0,11.83,3.13,29.89,4.86,-5.75,14.61,6470.77,0.77,12.22,9.39,43.28,2.41,-0.6,25.32,24847.76,0.06
Northern Europe,2023-04-25,9.57,5.18,44.07,5.19,-4.26,25.34,27824.36,0.17,14.19,10.73,53.68,1.14,0.36,32.34,46582.62,0.0,12.68,2.19,38.6,4.7,-7.52,19.82,12496.83,0.79,10.34,9.05,41.21,3.48,-1.77,25.06,24383.23,0.06
Northern Europe,2023-04-26,12.76,6.56,39.81,3.68,-2.95,23.39,21375.65,0.17,18.07,9.56,49.63,2.15,-0.26,30.81,41270.74,0.0,12.97,1.79,40.09,3.92,-6.94,20.97,13154.93,0.81,16.6,9.76,42.41,2.23,-1.46,24.95,25993.12,0.05
Northern Europe,2023-04-27,14.17,6.97,36.69,3.39,-2.45,20.9,16282.72,0.17,18.04,9.31,45.58,1.44,-0.6,27.18,26507.89,0.0,15.58,3.56,39.21,3.76,-6.1,19.97,12128.35,0.81,15.91,8.64,38.91,3.24,-2.27,23.59,20864.99,0.04
Northern Europe,2023-04-28,15.93,7.26,31.82,2.39,-3.08,15.32,7021.75,0.16,18.11,10.81,35.34,0.77,-1.5,17.43,8410.84,0.0,15.59,3.36,32.24,3.26,-7.4,13.15,4290.34,0.81,17.53,8.04,31.15,2.35,-2.99,15.35,5936.09,0.04
Northern Europe,2023-04-29,15.97,7.26,39.47,2.52,-3.71,19.6,15252.03,0.16,19.48,11.46,46.07,0.53,-0.36,23.38,21077.85,0.0,16.42,2.79,44.09,4.99,-7.18,20.16,14989.05,0.83,16.26,8.23,43.67,1.46,-3.25,21.06,16722.62,0.04
Northern Europe,2023-04-30,16.97,7.13,43.65,2.82,-3.12,24.17,20584.61,0.16,19.02,10.25,44.68,2.32,0.17,25.86,22701.46,0.0,17.41,3.27,41.23,2.89,-7.22,20.84,14009.41,0.84,17.0,7.91,46.37,3.11,-2.93,27.41,25812.9,0.04
Northern Europe,2023-05-01,16.03,8.05,36.51,2.13,-3.03,19.99,14777.49,0.16,17.85,12.94,41.22,1.11,0.35,24.42,18414.1,0.0,15.02,3.72,34.87,3.65,-6.82,15.84,8241.18,0.84,16.51,9.29,38.18,2.66,-2.47,22.6,16096.83,0.04
Northern Europe,2023-05-02,17.49,8.05,40.53,1.23,-3.37,22.33,16431.49,0.15,17.74,11.76,47.69,0.9,0.1,28.42,28185.59,0.0,18.46,4.81,39.74,1.61,-7.33,19.9,11554.92,0.83,16.5,8.56,44.88,3.52,-2.37,25.67,24262.66,0.04
Northern Europe,2023-05-03,19.62,7.14,42.81,0.63,-3.51,24.32,18497.2,0.15,19.13,11.04,39.58,0.26,0.18,23.27,16382.71,0.0,20.46,3.15,36.23,0.71,-7.07,18.62,9741.96,0.82,21.26,8.85,42.73,0.86,-3.02,24.68,20992.72,0.04
Northern Europe,2023-05-04,17.92,6.46,39.48,1.39,-4.67,21.26,15008.82,0.15,16.65,10.82,39.14,0.81,-1.39,19.47,13618.74,0.0,19.63,3.03,31.74,0.34,-8.16,15.76,6283.32,0.82,19.38,6.86,39.97,0.58,-4.24,20.5,13238.43,0.04
Northern Europe,2023-05-05,20.25,7.46,37.87,0.99,-4.81,21.99,25455.92,0.14,17.28,9.11,55.51,0.81,-1.47,35.53,65261.86,0.0,22.86,4.68,32.17,0.15,-8.43,16.5,8508.28,0.81,19.45,6.57,40.91,0.22,-5.44,24.25,28572.04,0.03
Northern Europe,2023-05-06,20.19,9.12,35.9,0.69,-3.74,20.54,18485.22,0.14,14.59,9.66,45.55,2.54,-1.76,29.77,40231.72,0.0,23.23,6.5,31.38,0.02,-7.14,15.74,6486.76,0.8,20.18,8.32,38.05,0.21,-4.75,22.77,22674.85,0.03
Northern Europe,2023-05-07,19.42,11.03,34.76,1.12,-2.76,20.44,17245.96,0.13,21.74,13.0,41.94,0.56,-0.52,25.39,23796.87,0.0,21.94,8.09,28.41,0.19,-5.89,13.91,5271.24,0.78,22.36,10.76,34.1,0.06,-3.72,20.86,14347.75,0.03
Northern Europe,2023-05-08,21.57,13.29,37.5,1.03,-0.97,22.8,20891.66,0.11,23.97,14.91,43.21,2.42,1.62,26.42,27504.04,0.0,18.83,10.12,37.27,0.43,-3.7,19.31,11575.73,0.76,24.33,13.31,37.8,0.27,-1.54,23.11,19410.26,0.02
Northern Europe,2023-05-09,18.93,14.18,41.76,2.1,1.12,26.24,28587.65,0.1,21.5,16.52,43.98,0.34,3.36,29.19,38069.36,0.0,14.66,10.58,38.96,5.17,-0.95,21.52,15661.04,0.73,23.09,14.48,44.62,0.02,0.79,29.66,39614.62,0.02
Northern Europe,2023-05-10,18.44,14.73,41.73,2.39,2.84,26.86,28242.02,0.09,19.44,16.47,42.65,1.31,4.6,26.64,31359.15,0.0,15.33,11.52,37.79,5.76,0.59,20.73,12563.45,0.71,22.65,15.43,43.61,0.14,2.03,29.28,37620.72,0.01
Northern Europe,2023-05-11,20.44,15.57,36.63,0.68,2.8,21.26,17940.47,0.08,17.15,16.23,31.01,1.25,5.87,16.22,8703.91,0.0,15.57,12.17,31.19,0.86,0.6,13.71,4928.66,0.67,23.62,16.96,37.71,0.14,2.96,24.2,22587.28,0.01
Northern Europe,2023-05-12,21.22,15.89,31.15,0.32,3.43,16.66,8627.32,0.07,24.49,19.1,33.34,0.01,5.24,20.43,12697.81,0.0,19.41,12.36,25.18,0.44,0.76,11.1,3547.66,0.64,24.26,18.06,34.53,0.11,3.28,20.16,11866.39,0.01
Northern Europe,2023-05-13,22.07,16.47,29.83,0.13,2.93,14.03,6845.46,0.06,24.99,19.52,28.77,0.02,4.99,15.48,6321.19,0.0,22.49,13.44,26.91,0.5,0.24,11.16,3725.55,0.61,23.74,18.12,28.86,0.01,3.98,15.12,5705.28,0.0
Northern Europe,2023-05-14,21.41,17.2,35.25,0.77,3.01,17.17,9240.3,0.05,21.03,19.24,33.65,0.87,5.21,16.86,7096.16,0.0,22.66,14.5,37.09,0.45,0.43,15.88,6270.93,0.57,23.42,18.89,32.23,0.41,4.46,15.82,6535.88,0.0
Northern Europe,2023-05-15,20.98,16.72,38.84,0.79,3.68,18.47,9569.12,0.05,22.05,19.01,37.09,0.66,5.56,17.89,9478.59,0.0,19.38,13.18,37.42,1.33,1.22,15.67,6554.52,0.54,22.62,18.86,36.04,0.84,5.15,18.23,8756.25,0.0
Northern Europe,2023-05-16,16.72,14.8,44.42,3.1,2.97,21.44,20609.2,0.04,14.58,14.07,54.87,2.88,4.35,31.27,41888.22,0.0,16.27,10.81,45.98,3.8,-1.61,18.08,12365.24,0.51,14.98,15.96,41.08,3.04,5.56,22.84,18788.9,0.0
Northern Europe,2023-05-17,14.1,10.56,53.93,5.8,0.24,29.62,38419.82,0.04,18.53,12.75,56.32,1.57,1.89,32.78,51753.34,0.0,13.9,6.21,51.96,6.3,-3.89,26.38,26102.87,0.5,14.1,12.01,55.38,4.26,1.77,32.0,43512.07,0.0
Northern Europe,2023-05-18,17.56,11.67,43.18,1.03,-0.24,22.62,19595.52,0.04,22.2,14.05,33.57,0.08,2.29,18.49,8707.17,0.0,17.51,9.1,39.63,0.79,-3.7,18.2,11433.08,0.5,19.94,12.01,41.19,0.48,0.69,22.46,19458.54,0.0
Northern Europe,2023-05-19,20.66,15.18,32.54,0.63,1.05,17.44,10794.0,0.04,22.29,15.5,28.17,0.1,2.8,14.53,4308.92,0.0,18.77,12.58,33.84,0.63,-0.73,15.66,7967.17,0.47,25.14,15.29,30.06,0.01,1.49,15.12,6347.59,0.0
Northern Europe,2023-05-20,22.72,16.8,34.06,0.65,3.71,18.07,14040.79,0.04,23.62,17.47,34.29,0.21,4.48,18.14,9436.2,0.0,22.66,14.38,34.12,0.24,1.03,15.33,9824.31,0.45,25.3,17.18,30.65,0.03,3.26,16.92,8727.13,0.0
Northern Europe,2023-05-21,22.48,18.04,34.31,0.49,4.53,18.36,12402.15,0.03,23.09,19.69,35.97,0.12,5.83,20.64,13400.04,0.0,23.34,15.87,31.64,0.31,1.7,13.75,6680.27,0.42,23.81,19.14,28.69,0.02,4.89,16.61,9019.85,0.0
Northern Europe,2023-05-22,22.94,18.22,32.49,0.91,5.16,16.62,9028.56,0.03,19.98,19.59,34.46,0.87,8.32,20.97,14770.38,0.0,22.95,16.88,30.1,2.26,2.78,11.69,3080.27,0.39,23.29,19.64,31.91,0.34,6.66,16.57,7980.77,0.0
Northern Europe,2023-05-23,18.32,15.72,37.0,2.77,5.21,18.29,13680.74,0.03,18.33,16.87,43.45,3.88,6.52,21.8,19962.82,0.0,16.82,12.95,39.24,4.64,2.34,16.94,9455.6,0.37,17.74,16.92,33.87,3.65,6.94,16.99,7658.96,0.0
Northern Europe,2023-05-24,18.11,16.15,46.02,1.84,4.5,23.32,24683.6,0.03,23.27,18.55,34.28,0.21,7.03,17.44,8575.16,0.0,15.04,12.07,49.87,2.8,0.39,21.7,19660.2,0.35,23.35,18.97,39.46,0.65,6.27,19.73,13854.61,0.0
Northern Europe,2023-05-25,22.98,13.4,50.37,2.26,3.4,27.55,31941.4,0.03,25.31,17.42,44.85,0.25,6.18,25.92,23204.34,0.0,19.8,9.09,55.13,3.58,-0.82,27.76,28914.09,0.33,22.95,15.73,46.03,1.62,5.81,26.48,23691.99,0.0
Northern Europe,2023-05-26,22.54,12.22,48.68,1.28,1.8,26.38,23822.76,0.03,23.27,15.86,49.31,0.1,4.9,27.67,26613.87,0.0,19.36,8.46,52.57,2.88,-1.94,25.32,21275.87,0.33,22.05,13.51,46.37,1.03,3.52,26.31,24120.28,0.0
Northern Europe,2023-05-27,21.16,13.91,44.13,1.67,1.26,22.26,19713.47,0.03,26.39,15.44,37.12,0.05,4.3,18.61,9401.43,0.0,14.21,10.53,49.24,5.18,-1.73,22.45,16769.02,0.32,26.01,15.05,40.39,0.15,1.92,20.12,14367.55,0.0
Northern Europe,2023-05-28,19.4,13.03,50.35,2.9,2.45,28.25,33231.23,0.03,25.1,16.37,42.13,0.18,3.86,22.27,16501.56,0.0,19.29,9.02,54.78,4.63,-1.38,27.07,26958.01,0.3,20.01,15.2,49.34,1.68,4.07,28.63,29641.8,0.0
Northern Europe,2023-05-29,21.05,12.68,44.52,1.31,1.18,24.73,22413.42,0.02,26.14,16.19,40.75,0.04,4.67,22.17,14951.82,0.0,15.48,8.62,44.81,2.89,-2.45,20.89,13612.48,0.3,24.54,14.44,41.43,0.21,3.27,22.62,16139.37,0.0
Northern Europe,2023-05-30,22.86,14.97,42.65,0.79,2.47,22.55,21091.17,0.02,26.02,18.09,37.37,0.24,6.4,17.79,9870.88,0.0,20.17,12.56,45.44,1.0,0.16,21.36,16117.38,0.29,25.21,15.84,37.94,0.32,4.11,18.89,11491.4,0.0
Northern Europe,2023-05-31,21.29,14.44,53.97,0.96,3.02,30.45,37620.78,0.02,26.99,17.39,50.74,0.06,5.46,27.85,27855.35,0.0,17.01,10.55,53.42,2.41,-0.15,27.82,30234.37,0.27,22.51,16.54,47.82,0.66,4.88,28.46,31398.04,0.0
Northern Europe,2023-06-01,23.45,11.98,51.36,1.21,1.05,27.81,28974.65,0.02,26.24,17.19,46.9,0.11,5.43,26.61,24676.79,0.0,21.51,8.67,49.98,1.4,-2.25,24.72,20395.69,0.25,24.93,13.21,49.29,0.81,2.66,27.05,25236.79,0.0
Northern Europe,2023-06-02,19.8,11.83,43.47,1.28,0.85,22.03,16497.43,0.02,26.0,15.77,37.51,0.66,4.14,19.94,11291.1,0.0,19.63,9.87,38.54,0.72,-2.54,17.42,9234.63,0.24,21.64,11.77,44.6,1.11,1.28,22.66,18814.67,0.0
Northern Europe,2023-06-03,19.15,13.37,39.93,1.03,2.09,19.83,13905.68,0.02,25.77,15.64,38.61,0.14,3.77,19.05,9886.98,0.0,18.94,11.27,41.22,1.18,0.12,18.16,10511.71,0.22,20.85,14.55,35.61,0.57,2.15,18.3,10322.3,0.0
Northern Europe,2023-06-04,21.11,14.7,40.21,0.5,3.67,20.87,14359.58,0.02,24.12,16.37,34.64,0.93,5.73,19.06,9459.23,0.0,20.81,13.4,38.2,0.84,0.74,17.91,10265.96,0.21,22.64,15.26,37.65,0.55,4.81,19.82,12380.78,0.0
Northern Europe,2023-06-05,24.26,15.36,43.16,0.29,4.47,22.33,18366.13,0.02,27.33,18.13,35.58,0.02,5.79,16.16,7603.57,0.0,23.74,13.1,42.32,0.69,1.69,20.41,14852.67,0.19,25.24,17.6,41.3,0.05,4.99,21.36,17939.51,0.0
Northern Europe,2023-06-06,20.82,14.67,36.66,0.82,3.99,18.0,10977.24,0.01,28.22,18.53,33.39,0.08,6.53,16.92,6548.5,0.0,20.75,12.64,37.16,0.8,1.15,15.86,7023.24,0.18,24.05,17.51,34.19,0.27,5.68,16.34,7481.58,0.0
Northern Europe,2023-06-07,23.72,15.61,35.87,0.45,3.68,16.89,9299.66,0.01,28.29,19.14,29.88,0.0,7.1,13.33,4434.85,0.0,22.69,14.05,36.08,0.95,1.3,14.62,6000.39,0.16,25.88,17.26,32.86,0.23,5.07,15.81,7322.57,0.0
Northern Europe,2023-06-08,24.11,15.34,41.25,1.45,4.53,20.99,14251.25,0.01,28.65,19.98,32.88,0.04,7.34,15.97,6970.22,0.0,24.31,13.71,36.22,0.87,1.75,16.14,7129.7,0.15,23.73,16.98,38.82,1.26,5.93,18.34,10038.2,0.0
Northern Europe,2023-06-09,26.15,16.27,40.79,0.08,3.71,19.74,13284.65,0.01,28.35,20.6,40.33,0.02,7.66,20.89,14713.09,0.0,24.78,15.74,35.19,0.17,1.91,15.1,6440.77,0.14,26.77,16.37,40.05,0.03,4.91,21.99,13826.33,0.0
Northern Europe,2023-06-10,26.0,18.18,37.77,0.84,4.6,20.86,15260.25,0.01,27.14,20.15,46.61,0.65,7.96,28.07,29040.22,0.0,26.37,17.71,36.28,0.2,3.09,16.4,6763.45,0.13,28.13,17.78,36.19,0.04,4.18,19.6,13610.68,0.0
Northern Europe,2023-06-11,25.9,20.27,42.25,0.43,6.95,23.98,22463.24,0.01,27.68,20.67,40.66,0.06,8.18,25.53,23363.04,0.0,26.42,19.83,41.76,0.36,5.03,18.19,10726.52,0.11,28.93,19.53,39.53,0.01,5.77,23.35,20547.23,0.0
Northern Europe,2023-06-12,24.79,20.75,39.64,0.29,8.07,21.87,18834.63,0.01,27.69,21.95,34.91,0.38,8.55,20.89,13508.05,0.0,21.03,19.12,40.11,0.57,6.25,17.82,9757.35,0.1,28.35,20.84,38.63,0.04,7.08,22.61,18815.09,0.0
Northern Europe,2023-06-13,25.64,20.16,35.34,0.46,9.16,17.92,10940.2,0.01,28.71,22.2,37.24,0.11,9.94,19.78,11063.85,0.0,24.3,18.77,32.8,0.43,6.99,14.47,5595.79,0.09,28.12,21.82,35.77,0.0,8.21,19.29,11376.94,0.0
Northern Europe,2023-06-14,27.26,21.77,30.89,0.26,8.5,14.24,7267.85,0.0,28.03,23.39,32.01,0.01,9.99,15.88,6607.78,0.0,26.32,20.7,29.26,1.09,7.29,10.65,2688.37,0.07,28.03,22.54,30.73,0.0,9.19,13.15,4188.04,0.0
Northern Europe,2023-06-15,26.7,22.1,30.33,0.32,9.6,14.54,6430.92,0.0,24.72,23.62,31.15,0.44,10.61,14.76,4889.5,0.0,26.43,21.84,31.56,0.73,8.38,11.41,3217.97,0.06,27.54,23.64,28.6,0.04,10.5,12.82,3784.31,0.0
Northern Europe,2023-06-16,24.91,21.8,35.39,1.02,9.82,16.26,8671.02,0.0,22.74,23.51,32.13,1.37,12.06,15.04,5406.75,0.0,25.76,21.68,31.51,1.32,9.05,10.47,3792.17,0.05,24.91,23.53,32.87,0.2,11.3,14.49,6004.33,0.0
Northern Europe,2023-06-17,24.96,21.58,33.29,1.88,10.38,14.84,6164.54,0.0,22.41,23.74,34.77,4.2,13.5,13.69,4738.22,0.0,25.63,22.04,31.37,1.18,9.78,11.2,3256.24,0.04,24.91,22.92,34.65,1.01,11.39,15.89,6957.93,0.0
Northern Europe,2023-06-18,23.04,21.81,33.08,1.82,11.17,15.11,6352.52,0.0,22.24,22.95,35.0,1.63,14.33,15.47,6486.82,0.0,22.86,21.78,32.53,2.26,10.51,11.66,3052.88,0.03,20.77,20.76,33.95,2.78,12.4,19.21,11024.06,0.0
Northern Europe,2023-06-19,22.2,22.14,35.14,1.41,12.43,16.3,7754.79,0.0,20.33,22.85,37.93,2.52,13.94,18.59,9044.06,0.0,18.84,20.88,33.28,2.45,10.9,13.55,4623.44,0.02,23.34,22.39,30.68,0.8,12.75,15.34,5955.48,0.0
Northern Europe,2023-06-20,22.47,22.52,33.45,1.92,13.28,15.26,5717.78,0.0,23.56,23.36,29.72,1.23,14.58,14.07,4942.93,0.0,19.58,20.84,34.12,4.34,12.3,13.09,3704.72,0.01,23.98,23.68,29.47,0.89,14.06,13.73,4455.33,0.0
Northern Europe,2023-06-21,21.69,22.97,37.35,2.3,13.32,17.81,10144.14,0.0,21.7,22.95,41.59,2.13,14.91,21.15,14712.37,0.0,17.46,20.49,38.3,4.16,11.69,15.41,6574.33,0.01,22.83,24.19,39.12,1.77,14.35,20.51,13234.75,0.0
Northern Europe,2023-06-22,21.55,20.63,41.87,4.53,12.6,20.02,15253.81,0.0,23.81,22.45,36.19,2.45,14.58,19.04,9538.15,0.0,19.31,17.9,43.29,6.35,9.95,19.91,11773.85,0.01,22.65,23.02,38.59,3.39,14.83,20.95,13376.21,0.0
Northern Europe,2023-06-23,17.83,18.44,41.8,5.05,11.11,22.57,17775.29,0.0,21.67,21.56,40.05,1.12,13.63,22.61,15594.02,0.0,18.86,16.36,39.09,4.03,7.54,18.27,10019.36,0.0,21.25,21.16,38.01,3.3,13.78,20.7,12067.22,0.0
Northern Europe,2023-06-24,21.1,19.38,37.02,1.15,9.95,20.14,15700.48,0.0,24.03,22.0,38.77,0.1,12.65,22.04,14371.67,0.0,22.23,18.42,31.59,2.25,7.0,13.88,5853.54,0.0,22.76,21.1,33.91,1.27,11.74,18.36,9511.74,0.0
Northern Europe,2023-06-25,24.26,21.04,32.59,1.88,11.2,14.45,7857.39,0.0,22.51,22.34,31.85,1.64,13.45,14.53,7153.74,0.0,24.29,20.83,28.2,0.82,9.07,10.86,2827.82,0.0,24.44,22.26,29.15,0.92,12.73,12.62,3661.37,0.0
Northern Europe,2023-06-26,22.18,21.7,38.4,3.76,11.34,18.37,13946.17,0.0,19.91,21.63,45.48,5.84,11.5,24.07,22789.7,0.0,19.99,20.42,39.46,7.68,10.42,15.84,7717.12,0.0,23.83,23.39,36.64,2.32,13.0,16.56,9949.54,0.0
Northern Europe,2023-06-27,21.05,20.3,38.44,2.84,11.81,19.81,21268.5,0.0,23.24,20.29,51.35,1.73,11.7,30.4,42483.96,0.0,18.91,18.74,31.81,4.5,10.15,12.91,5198.16,0.0,22.23,21.12,37.37,2.69,13.14,19.93,20047.29,0.0
